PDF Name,Original URL,Final URL,HTTP Status,Redirect Count,Reason,Content-Type,Page Title,Body Snippet
Southern Ireland Debt Purchase Tc,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-debt-purchase-tc.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-debt-purchase-tc.pdf,200,0,OK,application/pdf,,
Southern Ireland Debt Purchase Tc,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-debt-purchase-tc.pdf?download=1,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-debt-purchase-tc.pdf?download=1,200,0,OK,application/pdf,,
Southern Ireland General Tc,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-general-tc.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-general-tc.pdf,200,0,OK,application/pdf,,
Standard Price List Effective From 3 June 2024,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/standard-price-list-effective-from-3-june-2024.pdf,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/standard-price-list-effective-from-3-june-2024.pdf,200,0,OK,application/pdf,,
Standard Trade Terms,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/standard-trade-terms.pdf?download=1,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/standard-trade-terms.pdf?download=1,200,0,OK,application/pdf,,
Standard Trade Terms,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/standard-trade-terms.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/standard-trade-terms.pdf,200,0,OK,application/pdf,,
State Recon Guide.Xls,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/state-recon-guide.xls,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/state-recon-guide.xls,200,0,OK,application/vnd.ms-excel,,
State Recon Temp,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/state-recon-temp.xlsx,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/state-recon-temp.xlsx,200,0,OK,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,
Statement_Reconciliation_Smart_Form_And_Aged_Debt_Report_Guide,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/statement_reconciliation_smart_form_and_aged_debt_report_guide.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/statement_reconciliation_smart_form_and_aged_debt_report_guide.pdf,200,0,OK,application/pdf,,
Summary Box Business Notice Account,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/summary-box-business-notice-account.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/summary-box-business-notice-account.pdf,200,0,OK,application/pdf,,
Summary Box International Fixed Term Deposit,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/summary-box-international-fixed-term-deposit.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/summary-box-international-fixed-term-deposit.pdf,200,0,OK,application/pdf,,
Sustainability,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/sustainability.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/sustainability.pdf,200,0,OK,application/pdf,,
Sustainable Finance Vol 6,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/sustainable-finance-vol-6.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/sustainable-finance-vol-6.pdf,200,0,OK,application/pdf,,
Takeover Fraud Infographics,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/takeover-fraud-infographics.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/takeover-fraud-infographics.pdf,200,0,OK,application/pdf,,
Telling Stories With Data Visualisation,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/telling-stories-with-data-visualisation.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/telling-stories-with-data-visualisation.pdf,200,0,OK,application/pdf,,
Terms And Conditions For Hsbc Championships Tennis Tournament 2025 Ticket Giveaway,https://www.business.hsbc.uk/-/media/media/uk/pdfs/terms-and-conditions-for-hsbc-championships-tennis-tournament-2025-ticket-giveaway.pdf,https://www.business.hsbc.uk/notfound-404,200,2,SOFT_404_REDIRECT,text/html; charset=utf-8,Page not found,"window['pwsrefresh_currentSiteLanguage'] = 'en-GB'; Page not found .iZmknQ{font-family:UniversNext,Arial,sans-serif;margin:0;padding:0;text-align:left;font-size:16px;font-weight:400;line-height:normal;-webkit-letter-spacing:normal;-moz-letter-spacing:normal;-ms-letter-spacing:normal;letter-spacing:n"
Terms And Conditions Hsbc Of Bond Ticket Giveaway,https://www.business.hsbc.uk/-/media/media/uk/pdfs/terms-and-conditions-hsbc-of-bond-ticket-giveaway.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/terms-and-conditions-hsbc-of-bond-ticket-giveaway.pdf,200,0,OK,application/pdf,,
The Future Of Climate Friendly Clothing,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/the-future-of-climate-friendly-clothing.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/the-future-of-climate-friendly-clothing.pdf,200,0,OK,application/pdf,,
The Move To Net Zero And Sustainability Harper Adams,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/the-move-to-net-zero-and-sustainability-harper-adams.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/the-move-to-net-zero-and-sustainability-harper-adams.pdf,200,0,OK,application/pdf,,
Third Party Mandate Business,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/third-party-mandate-business.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/third-party-mandate-business.pdf,200,0,OK,application/pdf,,
To Apply For A Guarantee Or Standby Letter Of Credit,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/to-apply-for-a-guarantee-or-standby-letter-of-credit.pdf,https://www.business.hsbc.uk/notfound-404,200,2,SOFT_404_REDIRECT,text/html; charset=utf-8,Page not found,"window['pwsrefresh_currentSiteLanguage'] = 'en-GB'; Page not found .iZmknQ{font-family:UniversNext,Arial,sans-serif;margin:0;padding:0;text-align:left;font-size:16px;font-weight:400;line-height:normal;-webkit-letter-spacing:normal;-moz-letter-spacing:normal;-ms-letter-spacing:normal;letter-spacing:n"
Tradepay Factsheet,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/tradepay-factsheet.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/tradepay-factsheet.pdf,200,0,OK,application/pdf,,
Transfer Request Form,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/transfer-request-form.xlsx,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/transfer-request-form.xlsx,200,0,OK,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,
Ucl Corporate Real Estate Introductory Guide,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/ucl-corporate-real-estate-introductory-guide.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/ucl-corporate-real-estate-introductory-guide.pdf,200,0,OK,application/pdf,,
Ucl Exec Summary Agriculture,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/ucl-exec-summary-agriculture.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/ucl-exec-summary-agriculture.pdf,200,0,OK,application/pdf,,
Uk Accountancy Sector Outlook Report 2024 2025,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/uk-accountancy-sector-outlook-report-2024-2025.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/uk-accountancy-sector-outlook-report-2024-2025.pdf,200,0,OK,application/pdf,,
Uk Corporate Tracker,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-corporate-tracker.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-corporate-tracker.pdf,200,0,OK,application/pdf,,
Uk Country Cross Border Payments Sttl,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/uk-country-cross-border-payments-sttl.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/uk-country-cross-border-payments-sttl.pdf,200,0,OK,application/pdf,,
Uk Country Cross Border Payments.Sttl,https://www.hsbc.co.uk/content/dam/hsbc/gb/pdf/uk-country-cross-border-payments.sttl.pdf,https://www.hsbc.co.uk/content/dam/hsbc/gb/pdf/uk-country-cross-border-payments.sttl.pdf,404,0,HTTP_404,text/html;charset=utf-8,404,"404 if ( !!window.hsbc ) { window.hsbc.cookie = { cookiePolicyLastUpdateDate: 1466093305524, cookiePolicyUrl: '/1/2/cookie-policy' } } else { window.hsbc = { cookie: { cookiePolicyLastUpdateDate: 1466093305524, cookiePolicyUrl: '/1/2/cookie-policy' } }; }"
Uk Grow With Google Practical Ai For Marketing,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/uk-grow-with-google-practical-ai-for-marketing.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/uk-grow-with-google-practical-ai-for-marketing.pdf,200,0,OK,application/pdf,,
Uk Grow With Google Social Media For Your Business,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/uk-grow-with-google-social-media-for-your-business.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/uk-grow-with-google-social-media-for-your-business.pdf,200,0,OK,application/pdf,,
Uk In Focus December 2025,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-december-2025.pdf?download=1,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-december-2025.pdf?download=1,200,0,OK,application/pdf,,
Uk In Focus January 1,https://www.business.hsbc.uk/-/media/media/uk/pdfs/uk-in-focus-january-1.pdf?download=1,https://www.business.hsbc.uk/-/media/media/uk/pdfs/uk-in-focus-january-1.pdf?download=1,200,0,OK,application/pdf,,
Uk In Focus July,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-july.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-july.pdf,200,0,OK,application/pdf,,
Uk In Focus November 2025,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-november-2025.pdf?download=1,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-november-2025.pdf?download=1,200,0,OK,application/pdf,,
Uk In Focus October 2025,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-october-2025.pdf?download=1,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-october-2025.pdf?download=1,200,0,OK,application/pdf,,
Uk In Focus September,https://www.business.hsbc.uk/-/media/media/uk/pdfs/uk-in-focus-september.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/uk-in-focus-september.pdf,200,0,OK,application/pdf,,
Websigner Faqs,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/websigner-faqs.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/websigner-faqs.pdf,200,0,OK,application/pdf,,
Wellbeing Guide,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/wellbeing-guide.pdf,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/wellbeing-guide.pdf,200,0,OK,application/pdf,,
Wellbeing Guide Uk,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/wellbeing-guide-uk.pdf,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/wellbeing-guide-uk.pdf,200,0,OK,application/pdf,,
