Source Row Number,PDF Name,URL,Control Axes Status,Our Axes Status,Axes Match,Control PDF/UA,Our PDF/UA,PDF/UA Match,Control WCAG,Our WCAG,WCAG Match,Final URL,Retrieval Category,Overall Result,Failure Summary,Control PDF/UA Notes,Our PDF/UA Notes,Control WCAG Notes,Our WCAG Notes,Adobe Acrobat Audit Status
100,Applying To Borrow,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/applying-to-borrow.pdf,Blocked,,False,Partial,Fail,False,Partial,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/applying-to-borrow.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.
You want us to create an accessible file from your PDF according to PDF/UA and WCAG? Then send your file to our axesService.","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
101,Notification Of Debts Form,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/notification-of-debts-form.pdf,Complete,,False,Fail,Pass,False,Fail,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/notification-of-debts-form.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","7 content items not properly tagged
2 structure tree warnings",The file meets all machine-verifiable PDF/UA requirements.,"7 structure/tagging failures (1.3 Adaptable)
2 compatibility warnings (4.1 Compatible)",Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
102,Takeover Fraud Infographics,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/takeover-fraud-infographics.pdf,Complete,,False,Pass,Pass,True,Pass,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/takeover-fraud-infographics.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
103,Instant Advice,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/instant-advice.pdf,Complete,,False,Pass,Pass,True,Pass,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/instant-advice.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"Form fields have tooltips, At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
104,Request For Transfer Of Letter Of Credit,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/request-for-transfer-of-letter-of-credit.pdf,Complete,,False,Fail,Fail,True,Fail,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/request-for-transfer-of-letter-of-credit.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, Form fields have tooltips, At least one heading present, Lists use L tag, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","3 fonts not embedded
423 content items not tagged
55 structure element failures + 9 warnings
1 structure tree warning
115 alternative descriptions missing
2 metadata failures
3 document settings failures",Document title metadata is missing. | List items are missing /Lbl or /LBody tags. | Figure 1 is missing /Alt text. | One or more form fields are missing /TU tooltips.,"115 missing alt text (1.1 Text Alternatives)
426 structure/tagging failures + 9 warnings (1.3 Adaptable)
178 colour contrast failures (1.4 Distinguishable)
4 navigation failures (2.4 Navigable)
55 compatibility failures + 1 warning (4.1 Compatible)",Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
105,Rf On Hsbcnet User Application Form,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/rf-on-hsbcnet-user-application-form.pdf,Complete,,False,Pass,Pass,True,Pass,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/rf-on-hsbcnet-user-application-form.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"Form fields have tooltips, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
106,Collection Form,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/collection-form.pdf,Complete,,False,Pass,Pass,True,Pass,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/collection-form.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
107,Rf Credit Protection,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/rf-credit-protection.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/rf-credit-protection.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is missing.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
108,Fx Conversion Rates,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/fx-conversion-rates.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/fx-conversion-rates.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
109,Hsbc Cmb Payment Fraud And Scams,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-cmb-payment-fraud-and-scams.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-cmb-payment-fraud-and-scams.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
110,International Fixed Term Deposit Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/international-fixed-term-deposit-additional-conditions.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/international-fixed-term-deposit-additional-conditions.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
111,Retentions Guide,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/retentions-guide.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/retentions-guide.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
112,Instruction For Collection Faqs,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/instruction-for-collection-faqs.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/instruction-for-collection-faqs.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
113,Business Email Compromise Ceo Fraud Infographics,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/business-email-compromise-ceo-fraud-infographics.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/business-email-compromise-ceo-fraud-infographics.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
114,Receivables Finance Brochure,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/receivables-finance-brochure.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
115,Hsbc Deed Of Priority Unlimited Priority,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-deed-of-priority-unlimited-priority.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-deed-of-priority-unlimited-priority.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Bookmarks present when required, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,No bookmarks found for 7-page document. | Document title metadata is missing.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
116,Hsbc Starting A Franchise Guide,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-starting-a-franchise-guide.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-starting-a-franchise-guide.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
117,Export Finance,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/export-finance.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/export-finance.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
